class,comfort_level,correct
0,3665,False
0,4330,False
0,3231,False
0,3748,False
0,2747,False
0,4788,False
0,4619,False
0,4108,False
0,3917,False
0,1007,False
0,3667,False
0,4566,False
0,3455,False
0,4846,False
0,4112,False
0,4237,False
0,3624,False
0,3096,False
0,4890,False
0,3510,False
0,5213,False
0,3347,False
0,3979,False
0,3233,False
0,4148,False
0,4755,False
0,4321,False
0,3193,False
0,1962,False
0,4102,False
0,4547,False
0,4016,False
0,3992,False
0,3546,False
0,3778,False
0,3346,False
0,4686,False
0,4214,False
0,3252,False
0,3855,False
0,3623,False
0,2871,False
0,3613,False
0,2537,False
0,3942,False
0,3606,False
0,3385,False
0,4482,False
0,4092,False
0,3378,False
0,2900,False
0,3731,False
0,3028,False
0,2677,False
0,3822,False
0,4120,False
0,4391,False
0,3651,False
0,2872,False
0,3025,False
0,1871,True
0,4828,False
0,3910,False
0,3979,False
0,3307,False
0,4142,False
0,4840,False
0,3702,False
0,2351,False
0,3676,False
0,3244,False
0,3121,False
0,3159,False
0,4689,False
0,3435,False
0,4731,False
0,4487,False
0,4094,False
0,4330,False
0,4339,False
0,1658,False
0,4318,False
0,3570,False
0,4158,False
0,3661,False
0,4233,False
0,4977,False
0,3447,False
0,2261,False
0,2775,False
0,3053,False
0,4941,False
0,3997,False
0,4515,False
0,5156,False
0,3098,False
0,3985,False
0,3847,False
0,3394,False
0,3122,False
0,4606,False
0,3980,False
0,3411,False
0,2714,False
0,4025,False
0,4403,False
0,3990,False
0,2518,False
0,3414,False
0,4140,False
0,4770,False
0,4725,False
0,5064,False
0,4766,False
0,4039,False
0,4640,False
0,3476,False
0,4646,False
0,4111,False
0,3456,False
0,4004,False
0,4360,False
0,4408,False
0,3316,False
0,4565,False
0,4897,False
0,2197,False
0,3566,False
0,2894,False
0,4571,False
0,3148,False
0,2743,False
0,3605,False
0,3118,False
0,4003,False
0,3322,False
0,4137,False
0,4219,False
0,2818,False
0,4829,False
0,4491,False
0,3948,False
0,4305,False
0,3597,False
0,5080,False
0,2639,False
0,3216,False
0,2612,False
0,3054,False
0,3425,False
0,4223,False
0,3672,False
0,4532,False
0,2101,False
0,5227,False
0,3669,False
0,4610,False
0,3796,False
0,3679,False
0,4245,False
0,4599,False
0,3664,False
0,4785,False
0,3620,False
0,2688,False
0,4627,False
0,3675,False
0,4995,False
0,4719,False
0,4073,False
0,2724,False
0,3620,False
0,4148,False
0,3001,False
0,2535,False
0,5098,False
0,4058,False
0,1339,False
0,5279,False
0,2287,False
0,3438,False
0,3327,False
0,4056,False
0,3592,False
0,3397,False
0,3320,False
0,1650,False
0,3842,False
0,4409,False
0,3616,False
0,3451,False
0,4225,False
0,4337,False
0,3965,False
0,4329,False
0,4065,False
0,5102,False
0,3272,False
0,2656,False
0,2981,False
0,2871,False
0,3700,False
0,4888,False
0,2783,False
0,3934,False
0,3595,False
0,4134,False
0,4820,False
0,3198,False
0,3432,False
0,3626,False
0,4634,False
0,3880,False
0,2626,True
0,3649,False
0,3701,False
0,2989,False
0,1330,False
0,4404,False
0,3031,False
0,4421,False
0,3848,False
0,4005,False
0,3486,False
0,4202,False
0,3767,False
0,3719,False
0,2764,False
0,3542,False
0,4570,False
0,3507,False
0,4662,False
0,3829,True
0,3932,False
0,2415,False
0,3592,False
0,4298,False
0,4535,False
0,4500,False
0,5935,False
0,5119,False
0,4969,False
0,3398,False
0,4019,False
0,3591,False
0,3713,False
0,4104,False
0,2879,False
0,3514,False
0,4029,False
0,4667,False
0,3042,False
0,2467,False
0,5356,False
0,3139,False
0,3797,False
0,2085,False
0,1889,False
0,3257,False
0,4433,False
0,3086,False
0,2998,False
0,4096,False
0,3786,False
0,2968,False
0,3779,False
0,2866,False
0,3061,False
0,3612,False
0,4638,False
0,4044,False
0,3390,False
0,2897,False
0,2643,False
0,3968,False
0,2915,False
0,3938,False
0,4230,False
0,3788,False
0,2116,False
0,4302,False
0,3739,False
0,4817,False
0,3331,False
0,3106,False
0,4151,False
0,3071,False
0,2847,False
0,3662,False
0,3010,False
0,4425,False
0,3916,False
0,4293,False
0,3778,False
0,3778,False
0,4061,False
0,3168,False
0,3855,False
0,4309,False
0,4424,False
0,4312,False
0,3596,False
0,4971,False
0,2943,False
0,4283,False
0,4441,False
0,4292,False
0,4638,False
0,4554,False
0,1851,False
0,5247,False
0,5095,False
0,3699,False
0,3185,False
0,4072,False
0,3837,False
0,4546,False
0,3822,False
0,4330,False
0,3224,False
0,3432,False
0,2658,False
0,3444,False
0,3783,False
0,4228,False
0,3337,False
0,2393,False
0,3306,False
0,3725,False
0,4064,False
0,3761,False
0,3399,False
0,4363,False
0,3459,False
0,3702,False
0,3658,False
0,3131,False
0,4191,False
0,4469,False
0,4360,False
0,3666,False
0,2552,False
0,3317,False
0,3002,False
0,4481,False
0,3358,False
0,4941,False
0,3975,False
0,4425,False
0,3828,False
0,4146,False
0,4475,False
0,3290,False
0,4695,False
0,3692,False
0,3477,False
0,3948,False
0,4166,False
0,4543,False
0,4196,False
0,3539,False
0,3351,False
0,3640,False
0,2189,False
0,4326,False
0,4361,False
0,4917,False
0,3271,False
0,4416,False
0,4494,False
0,3897,False
0,4755,False
0,4594,False
0,4163,False
0,2385,False
0,2816,False
0,2933,False
0,3694,False
0,4528,False
0,4645,False
0,1688,False
0,2827,False
0,4946,False
0,3417,False
0,3160,False
0,3607,False
0,3755,False
0,2968,False
0,4695,False
0,2781,False
0,4833,False
0,3140,False
0,4457,False
0,2872,False
0,3936,False
0,3339,False
0,4431,False
0,3317,False
0,4502,False
0,4622,False
0,5581,False
0,4424,False
0,2633,False
0,4530,False
0,0,False
0,3681,False
0,3962,False
0,4765,False
0,3090,False
0,3633,False
0,3946,False
0,1519,True
0,4923,False
0,4747,False
0,3075,False
0,3837,False
0,5342,False
0,3209,False
0,2576,False
0,3869,False
0,4542,False
0,3326,False
0,855,False
0,2347,False
0,3822,False
0,3716,False
0,3108,False
0,4020,False
0,3575,False
0,4050,False
0,3673,False
0,3623,False
0,4573,False
0,3375,False
0,4404,False
0,3586,False
0,3671,False
0,4607,False
0,4440,False
0,3783,False
0,3427,False
0,3295,False
0,3785,False
0,2835,False
0,4713,False
0,4224,False
0,2957,False
0,4016,False
0,2768,False
0,3220,False
0,3127,False
0,1940,False
0,2240,False
0,3288,False
0,2292,False
0,4346,False
0,3550,False
0,4302,False
0,3121,False
0,3339,False
0,2827,False
0,1747,False
0,4499,False
0,3938,False
0,3054,False
0,4071,False
0,3439,False
0,4887,False
0,4444,False
0,3428,False
0,3099,False
0,5006,False
0,3763,False
0,4148,False
0,3792,False
0,3498,False
0,4171,False
0,2912,False
0,3221,False
0,4431,False
0,3504,False
0,3989,False
0,4041,False
0,3603,False
0,3535,False
0,3937,False
0,4494,False
0,4491,False
0,3933,False
0,3663,False
0,4234,False
0,3042,False
0,4108,False
0,4345,False
0,4594,False
0,4233,False
0,2415,False
0,3951,False
0,3531,False
0,3834,False
0,2602,False
0,3618,False
0,3446,False
0,4436,False
0,3046,False
0,3404,False
0,4011,False
0,2801,False
0,3569,False
0,4160,False
0,4574,False
0,3625,False
0,2985,False
0,2182,True
0,4461,False
0,4069,False
0,4315,False
0,3250,False
0,3880,False
0,4644,False
0,2039,False
0,4502,False
0,4516,False
0,4450,False
0,4043,False
0,4065,False
0,4088,False
0,4472,False
0,2915,False
0,4333,False
0,4696,False
0,3698,False
0,3872,False
0,3653,False
0,2987,False
0,4159,False
0,3128,False
0,4216,False
0,3409,False
0,3864,False
0,2002,False
0,5091,False
0,5460,False
0,2448,False
0,5229,False
0,4941,False
0,3213,False
0,2847,False
0,5141,False
0,2943,False
0,3261,False
0,2818,False
0,3394,False
0,1879,False
0,2927,False
0,3644,False
0,1760,False
0,4689,False
0,2902,False
0,3325,False
0,4412,False
0,3799,False
0,3360,False
0,3812,False
0,4068,False
0,5314,False
0,4514,False
0,4454,False
0,4398,False
0,4097,False
0,3203,False
0,2991,False
0,3292,False
0,3419,False
0,3948,False
0,4624,False
0,4689,False
0,5049,False
0,3947,False
0,3891,False
0,3368,False
0,2976,False
0,4232,False
0,3650,False
0,4082,False
0,2195,False
0,2758,False
0,2655,False
0,3683,False
0,3615,False
0,4349,False
0,2883,False
0,1674,False
0,3357,False
0,2902,False
0,4404,False
0,4003,False
0,3674,False
0,4104,False
0,3996,False
0,4100,False
0,3816,False
0,3878,False
0,2224,False
0,2579,False
0,3467,False
0,3150,False
0,3932,False
0,2435,False
0,5321,False
0,2305,False
0,2927,False
0,3593,False
0,3814,False
0,4362,False
0,3111,False
0,3338,False
0,4997,False
0,4806,False
0,4617,False
0,3557,False
0,3069,False
0,3391,False
0,2741,False
0,2613,False
0,4256,False
0,3566,False
0,4876,False
0,3009,False
0,3716,False
0,4479,False
0,4562,False
0,3646,False
0,4379,False
0,4301,False
0,4725,False
0,3099,False
0,4474,False
0,3996,False
0,4111,False
0,3998,False
0,4086,False
0,3506,False
0,5012,False
0,3144,False
0,2727,False
0,4959,False
0,4237,False
0,3195,False
0,4331,False
0,4139,False
0,4066,False
0,4244,True
0,3770,False
0,3185,False
0,2558,False
0,4209,False
0,4703,False
0,5287,False
0,4391,False
0,4175,False
