class,comfort_level,correct
0,63,False
0,62,False
0,76,False
0,73,False
0,72,False
0,76,True
0,42,False
0,62,False
0,82,False
0,70,False
0,63,False
0,90,False
0,97,True
0,64,False
0,70,False
0,69,False
0,54,True
0,58,False
0,68,False
0,71,False
0,71,False
0,62,False
0,72,False
0,74,False
0,60,False
0,64,False
0,73,False
0,52,False
0,70,False
0,69,False
0,44,False
0,66,False
0,80,False
0,66,False
0,45,False
0,74,False
0,60,False
0,40,False
0,53,False
0,78,False
0,76,False
0,75,False
0,55,False
0,59,False
0,38,True
0,63,False
0,37,True
0,67,False
0,66,False
0,59,False
0,62,False
0,33,False
0,106,True
0,65,False
0,58,False
0,69,False
0,68,False
0,78,False
0,66,False
0,65,False
0,59,False
0,74,True
0,61,False
0,46,False
0,87,False
0,67,False
0,62,False
0,75,False
0,54,False
0,67,False
0,80,False
0,74,False
0,61,False
0,66,False
0,66,False
0,53,False
0,84,False
0,70,False
0,69,False
0,58,False
0,49,False
0,63,False
0,84,False
0,77,False
0,76,False
0,55,False
0,55,False
0,63,False
0,72,False
0,67,False
0,69,False
0,39,False
0,45,False
0,57,False
0,74,False
0,68,False
0,77,False
0,69,False
0,80,False
0,47,False
0,77,False
0,67,False
0,56,False
0,66,False
0,72,False
0,61,False
0,50,False
0,69,False
0,73,False
0,79,False
0,67,False
0,60,False
0,89,True
0,74,True
0,50,False
0,47,False
0,55,False
0,66,False
0,73,False
0,56,False
0,64,True
0,70,False
0,56,False
0,62,False
0,58,False
0,63,True
0,85,False
0,70,False
0,60,False
0,67,False
0,72,False
0,77,False
0,96,True
0,57,False
0,82,False
0,87,False
0,75,True
0,63,False
0,90,False
0,69,True
0,61,False
0,60,False
0,61,False
0,57,False
0,71,False
0,66,False
0,66,False
0,62,False
0,65,False
0,62,False
0,77,False
0,81,False
0,81,False
0,85,False
0,70,True
0,61,False
0,70,False
0,59,False
0,72,False
0,75,False
0,56,False
0,60,False
0,68,False
0,57,False
0,58,False
0,61,False
0,59,False
0,61,False
0,67,False
0,45,False
0,65,False
0,48,False
0,89,False
0,50,False
0,56,False
0,56,False
0,58,False
0,44,False
0,62,False
0,71,True
0,50,False
0,53,False
0,67,False
0,54,False
0,76,False
0,88,False
0,51,True
0,62,False
0,76,False
0,54,False
0,68,False
0,79,False
0,61,False
0,80,False
0,53,False
0,77,False
0,81,False
0,72,False
0,84,False
0,72,False
0,72,True
0,73,False
0,68,False
0,72,False
0,56,False
0,64,False
0,45,False
0,66,False
0,79,False
0,57,False
0,67,False
0,53,False
0,71,False
0,61,True
0,40,False
0,99,False
0,56,False
0,55,False
0,53,False
0,75,False
0,68,False
0,67,False
0,39,False
0,60,False
