class,comfort_level,correct
0,602,True
0,901,False
0,826,False
0,904,False
0,860,False
0,821,False
0,730,False
0,758,False
0,864,False
0,691,False
0,758,False
0,860,False
0,729,False
0,575,False
0,759,False
0,893,False
0,779,False
0,804,False
0,796,False
0,833,False
0,844,False
0,733,False
0,625,False
0,768,False
0,852,False
0,778,False
0,857,False
0,566,False
0,862,False
0,891,False
0,805,False
0,783,False
0,804,False
0,863,False
0,565,False
0,743,False
0,862,False
0,737,False
0,853,False
0,815,False
0,820,False
0,805,False
0,743,False
0,872,False
0,964,False
0,643,False
0,763,False
0,885,False
0,604,False
0,837,False
0,722,False
0,771,False
0,860,False
0,689,False
0,754,False
0,757,False
0,771,False
0,752,False
0,829,False
0,701,False
0,572,False
0,842,False
0,781,False
0,828,False
0,772,False
0,840,False
0,865,False
0,859,False
0,784,False
0,739,False
0,873,False
0,843,False
0,875,False
0,820,False
0,787,False
0,777,False
0,699,False
0,880,False
0,958,False
0,600,False
0,800,False
0,803,False
0,869,False
0,819,False
0,757,False
0,832,False
0,849,False
0,855,False
0,796,False
0,850,False
0,792,False
0,758,False
0,608,False
0,760,False
0,970,False
0,761,False
0,788,False
0,791,False
0,834,False
0,793,False
0,840,False
0,873,False
0,791,False
0,767,False
0,558,False
0,854,False
0,874,False
0,784,False
0,796,False
0,760,False
0,838,False
0,682,False
0,800,False
0,713,False
0,851,False
0,811,False
0,975,False
0,766,False
0,855,False
0,795,False
0,755,False
0,815,False
0,758,False
0,886,False
0,733,False
0,917,False
0,823,False
0,811,False
0,836,False
0,895,False
0,876,False
0,834,False
0,744,False
0,743,False
0,508,False
0,781,False
0,888,False
0,705,False
0,755,False
0,815,False
0,853,False
0,734,True
0,896,False
0,865,False
0,953,False
0,783,False
0,774,False
0,884,False
0,734,False
0,738,False
0,913,False
0,606,False
0,865,False
0,863,False
0,878,False
0,925,False
0,690,False
0,820,False
0,564,False
0,877,False
0,631,False
0,615,False
0,900,False
0,916,False
0,774,False
0,801,False
0,818,False
0,913,False
0,832,False
0,782,False
0,838,False
0,776,False
0,774,False
0,917,False
0,886,False
0,713,False
0,673,False
0,891,False
0,688,False
0,772,False
0,779,False
0,787,False
0,790,False
0,796,False
0,715,False
0,854,False
0,772,False
0,878,False
0,711,False
0,727,False
0,823,False
0,800,False
0,819,False
0,831,False
0,753,False
0,815,False
0,859,False
0,823,False
0,766,False
0,827,False
0,754,False
0,849,False
0,747,False
0,785,False
0,807,False
0,462,False
0,801,False
0,828,False
0,744,False
0,855,False
0,746,False
0,813,False
0,700,False
0,877,False
0,791,False
0,543,True
0,349,False
0,751,False
0,603,False
0,766,False
0,798,False
0,853,False
0,945,False
0,765,False
0,869,False
0,776,False
0,910,False
0,582,False
0,831,False
0,844,False
0,803,False
0,964,False
0,813,False
0,756,False
0,849,False
0,828,False
0,762,False
0,762,False
0,814,False
0,880,False
0,740,False
0,710,False
0,796,False
0,899,False
0,740,False
0,819,False
0,864,False
0,877,False
0,693,False
0,575,False
0,760,False
0,788,False
0,857,False
0,914,False
0,805,False
0,717,False
0,817,False
0,800,False
0,714,False
0,791,False
0,611,False
0,779,False
0,510,False
0,777,False
0,736,False
0,804,False
0,764,False
0,689,False
0,763,False
0,881,False
0,822,False
0,823,False
0,738,False
0,797,False
0,756,False
0,629,False
0,855,False
0,873,False
0,762,False
0,828,False
0,774,False
0,745,False
0,832,False
0,879,False
0,776,False
0,837,False
0,832,False
0,984,False
0,890,False
0,679,False
0,776,False
0,808,False
0,850,False
0,637,False
0,809,False
0,822,False
0,813,False
0,788,False
0,794,False
0,735,False
0,855,False
0,761,False
0,738,False
0,812,False
0,832,False
0,828,False
0,798,False
0,809,False
0,782,False
0,780,False
0,889,False
0,758,False
0,767,False
0,611,False
0,727,False
0,559,True
0,782,False
0,923,False
0,649,False
0,686,False
0,781,False
0,681,False
0,850,False
0,862,False
0,890,False
0,774,False
0,780,True
0,765,False
0,888,False
0,756,True
0,760,False
0,801,False
0,880,False
0,784,False
0,853,False
0,616,False
0,838,False
0,843,False
0,931,False
0,896,False
0,803,False
0,685,False
0,840,False
0,722,False
0,837,False
0,770,False
0,782,False
0,840,False
0,722,False
0,865,False
0,554,False
0,816,False
0,769,False
0,826,False
0,622,False
0,716,False
0,840,False
0,648,False
0,872,False
0,842,False
0,773,False
0,820,False
0,615,False
0,710,False
0,718,False
0,896,False
0,814,False
0,777,False
0,825,False
0,868,False
0,598,False
0,880,False
0,799,False
0,788,False
0,761,False
0,757,False
0,799,False
0,864,False
0,702,False
0,771,False
0,838,False
0,807,False
0,805,False
0,777,False
0,875,False
0,908,False
0,597,True
0,845,False
0,917,False
0,794,False
0,858,False
0,710,False
0,566,True
0,773,False
0,806,False
0,775,False
0,828,False
0,778,True
0,887,False
0,436,False
0,780,False
0,745,False
0,726,False
0,840,False
0,836,False
0,737,False
0,847,False
0,969,False
0,730,False
0,608,False
0,805,False
0,852,False
0,878,False
0,790,False
0,752,False
0,767,False
0,925,False
0,647,False
0,726,False
0,819,False
0,895,False
0,835,False
0,880,False
0,793,False
0,866,False
0,879,False
0,778,False
0,676,False
0,646,False
0,693,False
0,660,False
0,889,False
0,602,False
0,918,False
0,873,False
0,870,False
0,894,False
0,741,False
0,582,False
0,812,False
0,869,False
0,893,False
0,906,False
0,1005,False
0,654,False
0,791,False
0,728,False
0,859,False
0,769,False
0,823,False
0,824,False
0,840,False
0,994,False
0,803,False
0,893,False
0,816,False
0,693,False
0,922,False
0,698,False
0,739,False
0,731,False
0,829,False
0,859,False
0,448,False
0,597,False
0,742,False
0,949,False
0,896,False
0,769,False
0,836,False
0,790,False
0,738,False
0,808,False
0,799,False
0,788,False
0,797,False
0,838,False
0,672,False
