,hamming_distance
0,13
1,10
2,15
3,15
4,16
5,6
6,14
7,6
8,14
9,11
10,10
11,13
12,11
13,32
14,13
15,11
16,11
17,17
18,18
19,16
20,14
21,12
22,2
23,13
24,10
25,15
26,12
27,16
28,21
29,6
30,9
31,11
32,11
33,14
34,20
35,11
36,11
37,14
38,11
39,14
40,12
41,18
42,18
43,11
44,12
45,11
46,13
47,12
48,11
49,8
50,18
51,5
52,10
53,19
54,7
55,7
56,13
57,18
58,14
59,16
60,8
61,17
62,15
63,10
64,10
65,12
66,11
67,9
68,13
69,14
70,12
71,10
72,7
73,12
74,19
75,11
76,13
77,15
78,16
79,15
80,15
81,10
82,9
83,16
84,15
85,14
86,13
87,10
88,15
89,10
90,10
91,9
92,14
93,10
94,3
95,9
96,13
97,6
98,12
99,16
100,11
101,11
102,19
103,21
104,15
105,10
106,7
107,17
108,14
109,22
110,16
111,11
112,9
113,8
114,16
115,10
116,6
117,14
118,18
119,12
120,7
121,12
122,13
123,13
124,14
125,14
126,11
127,12
128,11
129,15
130,10
131,13
132,11
133,13
134,10
135,11
136,13
137,12
138,6
139,14
140,10
141,15
142,17
143,10
144,11
145,17
146,13
147,17
148,20
149,22
150,14
151,13
152,14
153,12
154,8
155,10
156,12
157,12
158,7
159,10
160,10
161,14
162,12
163,17
164,17
165,10
166,12
167,6
168,10
169,15
170,11
171,11
172,11
173,10
174,15
175,13
176,10
177,16
178,9
179,10
180,17
181,9
182,16
183,6
184,9
185,11
186,9
187,15
188,17
189,11
190,10
191,20
192,13
193,15
194,13
195,5
196,10
197,12
198,17
199,12
200,16
201,6
202,14
203,25
204,18
205,12
206,6
207,9
208,12
209,15
210,11
211,14
212,17
213,11
214,9
215,9
216,9
217,10
218,14
219,10
220,11
221,10
222,13
223,8
224,20
225,22
226,9
227,7
228,15
229,11
230,25
231,13
232,31
233,11
234,12
235,5
236,2
237,19
238,8
239,11
240,13
241,10
242,9
243,12
244,6
245,22
246,9
247,12
248,17
249,17
250,13
251,18
252,13
253,7
254,12
255,14
256,9
257,9
258,8
259,12
260,11
261,11
262,11
263,13
264,12
265,12
266,14
267,13
268,16
269,13
270,11
271,16
272,14
273,21
274,16
275,11
276,17
277,20
278,17
279,21
280,12
281,10
282,13
283,12
284,9
285,12
286,19
287,11
288,17
289,11
290,17
291,7
292,12
293,13
294,17
295,8
296,12
297,9
298,10
299,10
300,13
301,18
302,13
303,13
304,9
305,10
306,17
307,13
308,16
309,1
310,9
311,11
312,11
313,13
314,16
315,12
316,11
317,12
318,13
319,15
320,10
321,10
322,14
323,8
324,12
325,11
326,9
327,14
328,10
329,11
330,19
331,21
332,11
333,19
334,9
335,11
336,13
337,10
338,8
339,11
340,17
341,12
342,11
343,11
344,9
345,12
346,14
