,ds,dv,dt,method,acc
0,CIFAR100,UniformNoise,NormalNoise,NeuronActivationPatterns/VGG,0.8682500123977661
1,CIFAR100,UniformNoise,MNIST,NeuronActivationPatterns/VGG,0.8164499998092651
2,CIFAR100,UniformNoise,FashionMNIST,NeuronActivationPatterns/VGG,0.8172500133514404
3,CIFAR100,UniformNoise,NotMNIST,NeuronActivationPatterns/VGG,0.616161048412323
4,CIFAR100,UniformNoise,CIFAR10,NeuronActivationPatterns/VGG,0.7807999849319458
5,CIFAR100,UniformNoise,STL10,NeuronActivationPatterns/VGG,0.8086249828338623
6,CIFAR100,UniformNoise,TinyImagenet,NeuronActivationPatterns/VGG,0.8046596646308899
7,CIFAR100,NormalNoise,UniformNoise,NeuronActivationPatterns/VGG,0.8270000219345093
8,CIFAR100,NormalNoise,MNIST,NeuronActivationPatterns/VGG,0.8131999969482422
9,CIFAR100,NormalNoise,FashionMNIST,NeuronActivationPatterns/VGG,0.8167999982833862
10,CIFAR100,NormalNoise,NotMNIST,NeuronActivationPatterns/VGG,0.6065477728843689
11,CIFAR100,NormalNoise,CIFAR10,NeuronActivationPatterns/VGG,0.7718499898910522
12,CIFAR100,NormalNoise,STL10,NeuronActivationPatterns/VGG,0.8059375286102295
13,CIFAR100,NormalNoise,TinyImagenet,NeuronActivationPatterns/VGG,0.8024607300758362
14,CIFAR100,MNIST,UniformNoise,NeuronActivationPatterns/VGG,0.8342999815940857
15,CIFAR100,MNIST,NormalNoise,NeuronActivationPatterns/VGG,0.8670499920845032
16,CIFAR100,MNIST,FashionMNIST,NeuronActivationPatterns/VGG,0.8172500133514404
17,CIFAR100,MNIST,NotMNIST,NeuronActivationPatterns/VGG,0.616161048412323
18,CIFAR100,MNIST,CIFAR10,NeuronActivationPatterns/VGG,0.7807999849319458
19,CIFAR100,MNIST,STL10,NeuronActivationPatterns/VGG,0.8086249828338623
20,CIFAR100,MNIST,TinyImagenet,NeuronActivationPatterns/VGG,0.8046596646308899
21,CIFAR100,FashionMNIST,UniformNoise,NeuronActivationPatterns/VGG,0.8323000073432922
22,CIFAR100,FashionMNIST,NormalNoise,NeuronActivationPatterns/VGG,0.8720999956130981
23,CIFAR100,FashionMNIST,MNIST,NeuronActivationPatterns/VGG,0.8162500262260437
24,CIFAR100,FashionMNIST,NotMNIST,NeuronActivationPatterns/VGG,0.6108737587928772
25,CIFAR100,FashionMNIST,CIFAR10,NeuronActivationPatterns/VGG,0.7766000032424927
26,CIFAR100,FashionMNIST,STL10,NeuronActivationPatterns/VGG,0.8077499866485596
27,CIFAR100,FashionMNIST,TinyImagenet,NeuronActivationPatterns/VGG,0.8041360974311829
28,CIFAR100,NotMNIST,UniformNoise,NeuronActivationPatterns/VGG,0.8180000185966492
29,CIFAR100,NotMNIST,NormalNoise,NeuronActivationPatterns/VGG,0.8366000056266785
30,CIFAR100,NotMNIST,MNIST,NeuronActivationPatterns/VGG,0.8069000244140625
31,CIFAR100,NotMNIST,FashionMNIST,NeuronActivationPatterns/VGG,0.7993000149726868
32,CIFAR100,NotMNIST,CIFAR10,NeuronActivationPatterns/VGG,0.7763500213623047
33,CIFAR100,NotMNIST,STL10,NeuronActivationPatterns/VGG,0.7971875071525574
34,CIFAR100,NotMNIST,TinyImagenet,NeuronActivationPatterns/VGG,0.7905235886573792
35,CIFAR100,CIFAR10,UniformNoise,NeuronActivationPatterns/VGG,0.8311499953269958
36,CIFAR100,CIFAR10,NormalNoise,NeuronActivationPatterns/VGG,0.8639500141143799
37,CIFAR100,CIFAR10,MNIST,NeuronActivationPatterns/VGG,0.8159000277519226
38,CIFAR100,CIFAR10,FashionMNIST,NeuronActivationPatterns/VGG,0.8152999877929688
39,CIFAR100,CIFAR10,NotMNIST,NeuronActivationPatterns/VGG,0.6187780499458313
40,CIFAR100,CIFAR10,STL10,NeuronActivationPatterns/VGG,0.8081874847412109
41,CIFAR100,CIFAR10,TinyImagenet,NeuronActivationPatterns/VGG,0.8039790391921997
42,CIFAR100,STL10,UniformNoise,NeuronActivationPatterns/VGG,0.8333500027656555
43,CIFAR100,STL10,NormalNoise,NeuronActivationPatterns/VGG,0.8679999709129333
44,CIFAR100,STL10,MNIST,NeuronActivationPatterns/VGG,0.8173499703407288
45,CIFAR100,STL10,FashionMNIST,NeuronActivationPatterns/VGG,0.8174499869346619
46,CIFAR100,STL10,NotMNIST,NeuronActivationPatterns/VGG,0.613010048866272
47,CIFAR100,STL10,CIFAR10,NeuronActivationPatterns/VGG,0.7789999842643738
48,CIFAR100,STL10,TinyImagenet,NeuronActivationPatterns/VGG,0.8045549988746643
49,CIFAR100,TinyImagenet,UniformNoise,NeuronActivationPatterns/VGG,0.8327999711036682
50,CIFAR100,TinyImagenet,NormalNoise,NeuronActivationPatterns/VGG,0.8630499839782715
51,CIFAR100,TinyImagenet,MNIST,NeuronActivationPatterns/VGG,0.8159000277519226
52,CIFAR100,TinyImagenet,FashionMNIST,NeuronActivationPatterns/VGG,0.8152999877929688
53,CIFAR100,TinyImagenet,NotMNIST,NeuronActivationPatterns/VGG,0.6187780499458313
54,CIFAR100,TinyImagenet,CIFAR10,NeuronActivationPatterns/VGG,0.7825000286102295
55,CIFAR100,TinyImagenet,STL10,NeuronActivationPatterns/VGG,0.8081874847412109
